Barking Dental Practice  ,25-27 London Road Barking Essex IG11 8AA,020 8594 2573
Smile Dental Surgery  ,270 Barking Road East Ham London E6 3BA,020 8471 1301
"mydentist, Longbridge Road, Barking  ",Barking Dental Practice 208 Longbridge Road Barking Essex IG11 8SY,020 8594 5890
Ilford Lane Family Dental Surgery  ,Ilford Lane Family Dental Surgery 210 Ilford Lane Ilford IG1 2LW,
Vara Dental Practice  ,290 High Street North Manor Park London E12 6SA,020 8552 1626
Church Road Dental Practice  ,30 Church Road Manor Park London E12 6AQ,020 8514 6678
DENTAL SOLUTIONS  ,161 Ilford Lane Ilford Essex IG1 2RR,020 8478 1050
Thamesview Dental Surgery  ,Bastable Avenue Barking Essex IG11 0LG,020 8594 0041
Mudhar Dental Practice  ,76 Plashet Grove East Ham London E6 1AB,0208 470 8178
Manor Park Dental Practice  ,Bank Chambers 620 Romford Road Manor Park London E12 5AQ,020 8478 1431
Romford Road Dental Practice  ,669 Romford Road Manor Park London E12 5AD,020 8478 6029
The Katherine Road Dental Practice  ,394 Katherine Road Forest Gate London E7 8NW,020 8470 2043
BELMONT DENTAL SURGERY  ,26 Belmont Road Ilford Essex IG1 1YN,020 8478 6596
Grove Dental Practice  ,21 Plashet Grove East Ham London Essex E6 1AD,020 8552 1953
Clements Road Dental Practice  ,152 Clements Road Ilford Essex IG1 1BE,020 8478 0682
Beckton Dental Clinic  ,Beckton Dental Clinic 2-3 beckton District Centre Beckton London E6 5LX,2075119101
Phoenix Orthodontic Practice  ,13/14 Mary Rose Mall Beckton London E6 5LX,020 7473 4411
Whitestar Dental Care  ,"Unit Su3 The Exchange Mall Lower Level, Ilford Essex IG1 1AR",020 8477 0920
Upton Park Dental Care  ,386-388 Green Street Upton Park London E13 9AP,020 8552 9293
The Nightingale Clinic  ,679 Barking Road Plaistow London E13 9EU,020 8548 1288
Ilford Dental Centre  ,Ilford Dental Centre 131 Ley Street Ilford Essex IG1 4BH,2084781150
Wellesley House Dental Practice  ,9 Wellesley Road Ilford Essex IG1 4JT,020 8554 4150
Green Street Dental Practice  ,244 Green Street Forest Gate London E7 8LE,020 8472 0504
The Plashet Road Dental Surgery  ,78 Plashet Road Upton Park London E13 0RQ,020 8471 3184
"mydentist, Barking Road, Plaistow  ",540 Barking Road Plaistow London E13 8QE,020 8472 4033
East London Dental Care  ,499 Barking Road Plaistow London E13 8PS,020 8472 3769
Simply Teeth  ,438 Green Lane Ilford Essex IG3 9LD,020 8590 0575
David's Dental Care  ,831 Longbridge Road Essex Dagenham RM8 2DA,020 8590 3234
Forest Dental Practice  ,76 Upton Lane Forest Gate London E7 9LW,020 8552 1010
TLC Dental Surgery  ,4 Terrace Road Plaistow London E13 0PB,020 8552 7552
Dental Wizards  ,50 Cameron Road Seven Kings IG3 8LF,2085901986
Malmin Orthodontic Group Ltd  ,Malmin Orthodontic 544 Green Lane Ilford Essex IG3 9LL,
Woodgrange Dental Practice  ,80 Woodgrange Road Forest Gate London E7 0EW,020 8555 3336
Gale Street Ltd  ,Essex Family Dental Care 513 - 515 Gale Street Dagenham Essex RM9 4TP,020 8592 5223
Clocktower Dental  ,12 Joyce Dawson Way Thamesmead London London SE28 8RA,0208 311 9400
The Valentine Dental Health Centre  ,274 Cranbrook Road Gants Hill Ilford Redbridge Essex IG1 4UR,020 8554 9865
Abbey Arms Dental Practice  ,370 Barking Road Plaistow London E13 8HL,020 7476 1543
GOODMAYES DENTAL PRACTICE  ,624 Green Lane Ilford Essex IG3 9SD,020 8599 4966
"mydentist, Saville Road, London  ",City Airport Dental Surgery 1 Saville Road Silvertown London E16 2DS,020 7511 2665
PEARLS DENTAL CENTRE  ,732 High Road Goodmayes -Ilford Essex IG3 8SU,020 8252 5332
Gallions Reach Dental Clinic  ,Bentham Road Thamesmead London SE28 8BE,020 8312 3363
"mydentist, Plaistow Road, London  ",119 Plaistow Road Stratford London E15 3ET,020 8534 1526
Dental Surgery  ,630 Eastern Avenue Ilford Essex IG2 6PQ,020 8554 5691
SMILE DENTAL  ,271 Aldborough Road South Ilford Essex IG3 8JB,020 8598 9090
Family Dental Practice  ,3 Rowallen Parade Dagenham Essex RM8 1XU,2085908177
"Simpkins, Aideen  ",Duke Street Dental Centre 28 Duke Street Brighton BN1 1AG,01273 711999
MR VH PATEL  ,Brighton White Dental Studio 2 Hampton Place BRIGHTON East Sussex BN1 3DD,
Mr A Jafari  ,Brighton White Dental Studio 2 Hampton Place Brighton BN1 3DD,01273 779377
Brighton Dental Care  ,North Laines Dental Surgery 47 Sydney Street Brighton BN1 4EP,01273 681336
"Ghasemi, Tahmoures  ",Trafalgar Street Dental Practice 20 Trafalgar Street Brighton BN1 4EQ,01273 677727
Montpelier Dental Practice  ,38 Montpelier Road Brighton BN1 3BA,01273 733901
Brighton Dental Services  ,Dental Management Office School Clinic Morley Street Brighton BN2 9DH,
Brighton Dental Centre  ,Brighton Dental Centre 69/75 Dyke Road Brighton BN1 3JE,01273 220965
Regency House Dental Practice  ,Dental Practice 13 St Georges Place Brighton BN1 4GB,1273683233
Norfolk Square Dental Practice  ,Norfolk Square Dental Practice 40 Norfolk Square Brighton East Sussex BN1 2PE,01273 733000
iDental Care Limited  ,Brighton & Hove Emergency Dental Service Out of Hours (Only call from 5.30pm weekdays and from 9.00am weekends) Brighton BN2 9NE,03000 242548
"Ghadimi, Sohrab  ",Albion Dental Brighton 11 Albion Street Brighton BN2 9NE,1273605029
Brunswick Practice Ltd  ,Brunswick Road Dental Practice 2 Brunswick Road Hove BN3 1DG,01273 731586
Neo Orthodontics Ltd  ,48 PROVIDENCE PLACE BRIGHTON BN1 4GE,01273 068273
Somerhill Dental Practice  ,Somerhill Dental Practice 26 Farm Road Hove BN3 1FD,1273327270
"Total Orthodontics, Brighton  ",Total Orthodontics 49 Lansdowne Place Hove East Sussex BN3 1HF,01273 728333
St George's Dental Practice  ,St Georges Dental 109 St Georges Road Kemptown Brighton Sussex BN2 1EA,01273 692444 (ext. 676067)
Eaton Road Dental Practice Ltd  ,Eaton Road Dental Practice 30 Eaton Road Hove East Sussex BN3 3QA,1273820888
Goodwood Court Dental Surgery  ,Goodwood Court Dental Surgery 52-54 Cromwell Raod Hove BN3 3DX,01273 770302
ABC Dental Surgery  ,Dental Surgery 169 Lewes Road Brighton BN2 3LD,01273 605413
Preston Park Dental Clinic  ,Preston Park Dental Clinic 6th Floor Park House 177 Preston Road Brighton BN1 6AG,1273504245
Church Road Dental Practice  ,Dental Surgery 83 Church Road Hove BN3 2BB,01273 731575
"Bupa Dental Care, Brighton  ",Bupa Dental Care 288 Ditchling Road Brighton East Sussex BN1 6JF,01273 504923
Bright Dental Clinic Limited  ,City Dental Practice 49 Blatchington Road Hove East Sussex BN3 3YJ,01273 734545
MDS Dental Care  ,Matlock Road Dental Surgery 10A Matlock Road Brighton BN1 5BF,01273 553317
Bristol Gardens Dental Practice Partnership  ,17 Bristol Gardens Brighton BN2 5JR BN2 5JR,
Dumbledore Dental Care Ltd  ,15 COOMBE ROAD BRIGHTON BN2 4EB,
Wellsbourne Dental Clinic  ,"Wellsbourne Dental Clinic First Floor, Wellesbourne Health Centre Whitehawk Road Brighton East Sussex BN2 5FJ",01273 605182
"Sharifzad, Farrokh  ",Hove Family Dental Practice 11 New Church Road Hove BN3 4AA,01273 227722
Sackville Road Orthodontic Clinic  ,Splash Orthodontics Sackville Road Orthodontic Clinic 70 Sackville Road Hove East Sussex BN3 3HA,01273 203514
"Makratzakis, Manolis Nextarios  ",The White House Dental Practice 2 Clermont Road Preston Park Brighton East Sussex BN1 6SG,01273 543530
Whitehawk Dental Care  ,"South Cliff Dental Group, Brighton 39 Whitehawk Road Brighton BN2 5FB",01273 680888
"Nayler, Patrick Simon  ",Elms Lea Dental Practice 17 Elms Lea Avenue Brighton BN1 6UG,01273 508000
Portland road dental clinic  ,137 Portland Road Hove BN3 5QJ,1273734185
"Bupa Dental Care, Hove  ",Bupa Dental Care 82 New Church Road Hove BN3 4FN,1273779434
Westdene Dental Practice  ,Westdene Dental Practice 54 Eldred Avenue Westdene Brighton BN1 5EG,01273 550116
"Kennedy,  ",Village Dental Centre 74 Old London Road Patcham Brighton BN1 8XQ,01273 885522
Alfa Dental Ltd  ,Newick Dental Practice 98 Newick Road Moulsecoomb Brighton BN1 9JG,01273 693300
Hangleton Dental Practice Ltd  ,Hangleton Dental Practice Ltd 8 West Way Hove BN3 8LD,01273 421800
264 Dental Surgery  ,New Church Road Dental Practice 264 New Church Road Hove East Sussex BN3 4EB,01273 417781
Sussex Dental Group West Hove  ,Sussex Dental Group - West Hove 116 - 120 St Andrews Road Portslade East Sussex BN41 1DE,01273 351013
"Gholami, Majid  ",Dental Surgery 61 Warren Way Woodingdean Brighton BN2 6PH,01273 304420
The Family Dental Practice  ,Dental Surgery 154 The Ridgway Woodingdean Brighton BN2 6PA,01273 303670
Sussex Dental Group Portslade Village  ,Sussex Dental Group - Portslade Village 39 High Street Portslade BN41 2LH,01273 418371
Dental Care Falmer  ,"University of Sussex Dental Surgery Health Centre Refectory Road Falmer, East Sussex BN1 9RW",01273 605555
Colin Bunce Ltd  ,Southwick Green Dental Surgery 46 The Green Southwick BN42 4FR,01273 596990
Saltdean Dental Practice  ,Saltdean Dental Practice 80 Longridge Avenue Saltdean Brighton BN2 8RB,01273 309988
ORTHOWORLD 2000 LTD  ,30 BRUNSWICK ROAD SHOREHAM-BY-SEA BN43 5WB,
Alpha Dental Care  ,Dental Surgery 39 Buckingham Road Shoreham-by-Sea BN43 5UA,01273 453594
Shoreham Oral Care Ltd.  ,Quality Dental: Shoreham 29 East Street Shoreham By Sea West Sussex BN43 5ZD,01273 462277
Henderson House Dental Practice  ,3 Wratting Road Haverhill Suffolk CB9 0DA,01440 702527
West End Manse  ,9 Withersfield Road Haverhill Suffolk CB9 9LA,01440 702070
Haverhill Dental Centre  ,Haverhill Dental Practice and Cosmetic Centre 35 Queen Street Haverhill Suffolk CB9 9DZ,01440 714268
Dr David A Jones Dental Practice  ,York House 18 All Saints Road Newmarket Suffolk CB8 8ET,01638 662298
Mr M Oates Dental Practice  ,York House 18 All Saints Road Newmarket Suffolk CB8 8ET,01638 665637
The Dental Surgery  ,105 High Street Newmarket Suffolk CB8 8JH,01638 663069
Baxter's Family Dental  ,Wellington House 96/98 High Street Newmarket Suffolk CB8 8JX,01638 560406
Dentata Charta  ,48 Bury Road Newmarket Suffolk CB8 7BT,016 3866 2295
Bury St Edmunds Dental Practice  ,53 Risbygate Street Bury St Edmunds Suffolk IP33 3AZ,1284764666
Stewart House  ,Stewart House Orthodontics Looms Lane Bury St Edmunds Suffolk IP33 1HE,1284768914
Alvington House  ,112 Northgate Street Bury St Edmunds Suffolk IP33 1HP,1284754169
Red Lodge Dental Surgery  ,18 Boundary Road Red Lodge Bury St Edmunds Suffolk IP28 8JQ,01638 750905
Linton Dental Practice  ,Clock House Dentistry 2 High Street Linton Cambridge Cambridgeshire CB21 4HS,1223892899
Chapel Dental  ,84 Angle End Great Wilbraham Cambridgeshire CB21 5JG,01223 881611 (ext. 1)
Saxon House Dental Practice  ,Saxon Dental Practice 1C Lawson Place Bury St Edmunds Suffolk IP32 7EW,01284 750348
The Croft Dental Surgery  ,the Croft Dental Practice North House The Croft Sudbury Suffolk CO10 1HW,01787 372605
Perfect Smile Clinic LTD.  ,19 Prince Street Sudbury Suffolk CO10 1JA,01787 882040
The Dental Emporium  ,The Dental Emporium Acton Square Sudbury Suffolk CO10 1HQ,1787311864
Friars Street Dental Practice  ,26 Friars Street Sudbury CO10 2AA,01787 372401
Damira Bank Buildings Dental Practice  ,5 & 6 Bank Buildings Sudbury Suffolk CO10 2SX,0178 788 1100
"mydentist, Bures Road, Great Cornard  ",178 Bures Road Great Cornard Sudbury Suffolk CO10 0JQ,01787 375917
"mydentist, The Churchyard, Mildenhall  ",8 The Churchyard Mildenhall Suffolk IP28 7EE,01638 712925
The Thatch Dental Practice  ,The Thatch Dental Practice 1 King Street Mildenhall Bury St. Edmunds Suffolk IP28 7ES,01638 717070
Courtyard Dental Practice  ,4 The Boys British School East Street Saffron Walden Essex CB10 1LS,01799 523500
Mr G V Shaw  ,111 Brewery Road Pampisford Cambridge Cambs CB22 3EW,01223 835624
"Bupa Dental Care, Halstead  ",Dental Surgery 2 Butler Road Halstead Essex CO9 1LL,01787 474447
Hopvine House  ,Hopvine House 21 Clay Street Soham Ely CB7 5HJ,01353 720577
The Walden Dental Clinic  ,6 London Road Saffron Walden Essex Essex CB11 4ED,01799 523194
High Street Dental Practice  ,47 High Street Sawston Cambridge Cambridgeshire CB22 3BG,01223 835845
Weavers Court Dental Surgery  ,Together Dental 2-8 Weavers Court Halstead Essex CO9 2JN,01787 472202
Falkner House Dental Practice  ,Mill Lane Sawston Cambridge CB22 3HY,01223 839520
Burnside Dental Practice  ,97-99 Burnside Cambridge Cambs CB1 3PA,01223 244711
The Gables  ,The Gables Dental Practice 332 Cherry Hinton Road Cambridge Cambridgeshire CB1 8AZ,01223 248202
Antwerp House Dental Practice  ,36 Brookfields Cambridge Cambridgeshire CB1 3NW,01223 247690
Great Shelford Dental Surgery  ,19 Woollards Lane Cambridge Cambs CB22 5LZ,1223843567
Cambridge Orthodontic Practice  ,Cambridge Orthodontic Practice 43 Long Road Cambridge Cambridgeshire CB2 8PP,01223 411922
Night Dental Limited  ,6 HOMERTON STREET CAMBRIDGE CB2 8NX,
Newmarket Road Dentistry  ,Newmarket Road Dentistry 165-167 Newmarket Road Cambridge CB5 8HA,01223 321855
Norfolk Street Dental Practice  ,24 Norfolk Street Cambridge Cambs CB1 2LF,01223 358884
St Marks Dental Surgery and Orthodontics  ,6 Chapel Street Chesterton Cambridge CB4 1DY,01223 507750
"Bupa Dental Care, Cambridge  ",45 Glisson Road Cambridge Cambs CB1 2HA,1223350030
MR NA BURNETT  ,The Laurels 20 Newmarket Road Cambridge Cambridgeshire CB5 8DT,01223 351260
MULLINS PG MR  ,28 Porson Road CAMBRIDGE Cambridgeshire CB2 2EU,
Chesterton Road Dental Care  ,170 Chesterton Road Cambridge Cambridgeshire CB4 1DA,01223 350503
Regent Street Dental Practice  ,Regent Dental Practice 102 Regent Street Cambridge Cambridgeshire CB2 1DP,01223 355923
Trumpington Street Dental Practice  ,3 Trumpington Street Cambridge Cambs CB2 1QA,01223 367870
Dentastique  ,4 Bishops Road Cambridge CB2 9NH,01223 840621
"mydentist, Chesterton Road, Cambridge  ",36 Chesterton Road Cambridge Cambs CB4 1EN,01223 319787
Hurst Park Dental Practice  ,2a Hurst Park Avenue Cambridge Cambridge CB4 2AE,01223 356765
Victoria Bridge Dental Practice  ,13 Victoria Avenue Cambridge Cambridgeshire CB4 1EG,1223323696
"Bupa Dental Care, Warminster  ",Bupa Dental Care Warminster 1 Station Road Warminster Wiltshire Wiltshire BA12 9BR,01985 212777
MyDentist  ,48 HIGH STREET WARMINSTER WILTSHIRE BA12 9AF,
Wells Orthodontic Limited  ,MANE WAY WESTBURY WILTSHIRE BA13 3FQ,
"Saliba , Mark Austin  ",Hospital Road Dental Surgery 1 Hospital Road Westbury Wiltshire BA13 3EQ,01373 822229
Mr C Roberts  ,Haynes Road Dental 29 Haynes Road Westbury Wiltshire BA13 3HB,01373 865084
Dentalcare Westbury  ,11 Westbury Mall Edward Street Westbury Wiltshire BA13 3DR,01373 858580
Dumbledore Dental Care Ltd  ,22-24 HIGH STREET WESTBURY BA13 3BW,
Portway Dental Practice  ,41a Portway Frome Somerset BA11 1QS,01373 454515
"mydentist, Rodden Road, Frome  ",32 Rodden Road Frome Somerset BA11 2AH,1373464421
Welshmill Dental Practice  ,Welshmill Road Frome Somerset Somerset BA11 2LA,01373 463338
Frome Dental Access Centre  ,Colliers Court Manor Road Frome Somerset BA11 4BS,1373456136
Sprod J MR  ,Frome DAC Chantry House Park Road Frome Somerset BA11 1EY,
"Bupa Dental Care, Trowbridge  ",Bupa Dental Care Trowbridge 28 St Georges Terrace Stallard Street Trowbridge Wiltshire BA14 9AA,01225 777170
Wiltshire PCT Prison Dental Service  ,"Dental Dept. H M Prison Erlestoke House, Erlestoke DEVIZES Wiltshire SN10 5TU",
Dentalcare Trowbridge  ,The Clinic The Halve Trowbridge Wiltshire BA14 8SA,01225 430545
Mere Dental Practice  ,Mere Dental Practice Springfield Road Mere WARMINSTER Wiltshire BA12 6EW,01747 860365
"mydentist, Meadow Court, Trowbridge  ","Unit 2, Meadow Court The Slipway, Staverton Trowbridge Wiltshire BA14 8TJ",1225351333
The Health Centre Dental Practice  ,Dentalcare Bradford on Avon 5 ST. MARGARETS STREET BRADFORD-ON-AVON Wiltshire BA15 1DA,1225727555
Dr Michael Frain Ltd  ,The Regency Dental Practice 8 Spa Road Melksham Wiltshire SN12 7NS,01225 791710
Market Place Dental Clinic  ,Market Place Dental Clinic 33 Market Place Melksham Wiltshire SN12 6ES,1225703232
"Bupa Dental Care, Gillingham  ",Middlefield House Marlott Road Gillingham Dorset SP8 4FA,1747826222
Melksham Dental Practice  ,Melksham Dental Practice 22 Bank Street Melksham Wiltshire SN12 6LG,1225703598
"mydentist, Lanark Villas, Gillingham  ",1 Lanark Villas Newbury GILLINGHAM Dorset SP8 4QH,1747822444
Urchfont Dental Care  ,Urchfont Dental Care High Street Urchfont Devizes Wiltshire SN10 4QH,01380 840726
Wiltshire & Swindon OOH Dental Service  ,Wiltshire & Swindon OOH Dental Service Southgate House Pans Lane Devizes SN10 5EQ,
Long Street Dental  ,Long Street Dental 14 Long Street Devizes Wiltshire SN10 1NN,1380723691
"Riseley Prichard, Philippa Ann  ",The High Street Dental Practice 7 High Street Devizes Wiltshire SN10 1AT,1380722711
"Riseley Prichard, Philippa Ann  ",The Market Place Dental Practice 1a The Little Brittox Devizes Wiltshire SN10 1AR,1380722007
"mydentist, Combe Road, Combedown  ",8 Combe Road Combe Down Bath BA2 5HX,01225 834447
Ferndale Dental Clinic  ,Estcourt Street Devizes Wiltshire SN10 1LQ,01380 725225
"mydentist, Bath Road, Peasedown St John  ",Peasedown Dental Practice 30 Bath Road Peasedown St John Bath Somerset BA2 8DJ,1761439191
The Bruton Dental Practice Ltd  ,Uphills Bruton Somerset BA10 0ES,1749812461
Dental Department (SPCDS)  ,St Martins Hospital Clara Cross Lane Bath BA2 5RP,01225 831749
University of Bath Dental Centre  ,Univ. Of Bath Dental Centre Quarry House North Road Bath Avon BA2 7AY,01225 333931
RGA Carnall & Associates  ,21 Bell Street SHAFTESBURY Dorset SP7 8AR,01747 852651
Wellsway Dental Practice  ,"56 Wellsway Bath , BA2 4SA",01225 312847
Wincanton Dental Practice  ,56 High Street Wincanton Somerset BA9 9JF,01963 834475
Midsomer Dental Care  ,1 North Road Midsomer Norton Radstock BA3 2QB,01761 412366
George Mexias and Geoffrey Worrall  ,56 HIGH STREET WINCANTON BA9 9JF,
North Way Dental Practice  ,Dental Surgery Northway Midsomer Norton Bath BA3 2DY,01761 413663
The Wincanton Smile Centre  ,28 High Street Wincanton BA9 9JJ,01963 34398
Midsomer Norton DAC  ,"Midsomer Norton DAC 8 The Island Midsomer Norton, Bath . BA3 2HQ",01761 409810
Church Street Dental Surgery  ,Dental Surgery 7A Church Street WINCANTON Somerset BA9 9AA,01963 33930
Bathampton Dental Practice  ,29 Holcombe Lane Bathampton Bath BA2 6UL,1225485303
Bath Orthodontics  ,Bath Orthodontics Sydney Road Bath BA2 6NR,01225 481890
Pulteney Dental Practice  ,Pulteney Dental Practice 14 Argyle Street Bath Avon BA2 4BQ,01225 461572
Green Park Dental Practice  ,"40 Green Park Bath , BA1 1HZ",01225 421096
Queen Square Dental Practice  ,"Queen Square Dental Practice 1a Queen Square Bath , BA1 2HA",01225 424336
Salaried Dental Centre  ,Riverside Health Centre James Street West Bath BA1 2BT,7884547529
Charlotte Street Dental Practice  ,Charlotte Street Dental Practice 15a Charlotte Street Bath BA1 2ND,01225 318455
Andrew Burnell  ,Dental Department H.M. Prison Everthorpe BROUGH East Riding of Yorkshire HU15 1RB,
South Cave Dental Practice  ,40-44 Church Street South Cave HU15 2EP,01430 423826
B & R Dental Care  ,2 Marsh End Howden Yorkshire(East Riding) DN14 7DF,01430 431553
SCHUTH DF MR  ,North Lincolnshire And Goole Hos Goole And District Hospital Woodland Avenue GOOLE Yorkshire(West Riding) DN14 6RX,01724 282282
City Health Dental   Goole  ,City Health Dental (CHCP) Goole Hospital Woodlands Avenue Goole DN14 6RU,01405 752902
B & R Dental Care  ,5 Belgravia Goole DN14 5BU,01405 763995
Clifton Gardens Dental Practice  ,18 Clifton Gardens Goole N Humberside DN14 6AS,01405 762300
Genix Healthcare Market Weighton  ,No: 4-6 Southgate Market Weighton Yorkshire(North Riding) YO43 3AG,01430 879171
Winterton Dental Practice  ,10 King Street Winterton Scunthorpe DN15 9RN,01724 733390
Dental Logic  ,5-7 Beverley Road Kirk Ella Hull N Humberside HU10 7AA,01482 651721
Willerby Dental Care  ,81 Kingston Road Willerby Yorkshire(East Riding) HU10 6AH,01482 656656
Kingston Road Dental Practice  ,134 Kingston Road Willerby East Yorkshire HU10 6LN,01482 658990
Campbell Dental Health  ,34-36 Doncaster Road Scunthorpe DN15 7RQ,01724 842054
Beverley House Dental Practice  ,1 Beverley Road 1 Beverley Road N Humberside Hessle HU13 9AE,01482 640176
"mydentist, Southgate, Hessle  ",1 Southgate Hessle Hull North Humberside HU13 0RB,1482344165
The Forum Practice Ltd  ,22-24 Ravendale Street North Scunthorpe DN15 6NJ,
Orthocentres Limited  ,Unit 4-8 The Parishes Shopping Centres Scunthorpe DN15 6QX,
Scunthorpe Health Club Limited  ,37-39 Oswald Road Scunthorpe DN15 7PN,01724 840434
"mydentist, Burnby Lane, Pocklington  ",3 Burnby Lane Pocklington York YO42 2QB,01759 307800
Mr Osbourne  ,2-4 Boothferry Road Hessle Hull East Riding Of Yorkshire HU13 9AY,01482 643864
"mydentist, Ashby Road, Scunthorpe  ",Parkview Dental Practice 18 Ashby Road Scunthorpe Lincolnshire DN16 1NR,1724843142
The Dental Centre Barton on Humber  ,34-38 High Street Barton On Humber DN18 5PD,01652 633580
"Bupa Dental Care, Cottingham  ","1st Floor, 177 Hallgate Cottingham East Riding Of Yorkshire HU16 4BB",01482 875888
Dr N Allday  ,236 Willerby Road Hull N Humberside HU5 5JR,01482 563593
CDS City Health Dental  ,Dental Access Centre King Street Cottingham North Humberside HU16 5QJ,
Scunthorpe Dental Care  ,191 Ashby Road Scunthorpe DN16 2AQ,01724 843159
CDS City Health Dental  ,City Health Partnership 2 Earls Court Henry Boot Way HULL Yorkshire(East Riding) HU4 7DY,00000 000000
The Dental Design Studio  ,215 Ashby Road Scunthorpe DN16 2AA,01724 865152
"Total Orthodontics, Hull  ","Total Orthodontics, Hull 940 Anlaby High Road Hull Yorkshire(East Riding) HU4 6AH",1482352458
"mydentist, Hessle High Road, Hull  ",1133 Hessle Road Hull HU4 6SB,01482 347350
City Health Dental  ,Beverley Health Centre Manor Road Beverley HU17 9BZ,01482 677612
Swaby's Dental Practice  ,10-11 Swabys Yard Walkergate Beverley N Humberside HU17 9BZ,01482 335205
CDS City Health Dental  ,BEVERLEY HEALTH CENTRE MANOR ROAD BEVERLEY HU17 7BZ,
"mydentist, Norwood, Beverley  ",Church House 26 Norwood Beverley HU17 9EY,01482 871366
Edward House  ,Edward House Dental Studio 10 Railway Street BEVERLEY Yorkshire(East Riding) HU17 0DX,1482871704
Dr F C Heylings  ,882 Spring Bank West Hull N Humberside HU5 5AW,01482 354124
Orthodontic Centre (UK) Limited Company  ,114 Norwood Beverley North Humberside HU17 9HL,01482 868449
Snaith Dental Practice  ,Snaith Dental Care Aire View Gowdall Lane Snaith Yorkshire(East Riding) DN14 0AA,01405 869149
Perfect 32 Dentistry  ,6 HULL BRIDGE ROAD BEVERLEY HU17 9HZ,
543 Dental Centre Ltd  ,543-549 Anlaby Road Hull HU3 6HP,01482 565488
Dr B Wilson  ,522 Inglemire Lane Hull N Humberside HU6 8JL,01482 804080
AyerDental Surgery  ,396 Anlaby Road Hull Yorkshire(East Riding) HU3 6PB,1482506004
Griffin Dental Practice  ,396 Anlaby Road Hull North Humberside HU3 6PB,01482 569679
King Street Dental Centre  ,37 King Street Thorne Doncaster S Yorkshire DN8 5AU,01405 816664
Fieldside Dental Practice  ,Fieldside Dental Practice 16 Fieldside Thorne Doncaster DN8 4BQ,01405 812223
Genix Healthcare Hull  ,360 Anlaby Road Hull Yorkshire(East Riding) HU3 6NS,1482574940
The Southfield Dental Practice  ,31 Southfield Road Thorne Doncaster S Yorkshire DN8 5NX,01405 815280
Andrew Burnell  ,City Health Care Partnership CIC Business Support Centre 5 Beacon Way Hull HU3 4AE,
Park Street Dental Practice  ,18 Park Street Selby North Yorkshire YO8 4PW,01757 706829
Bottesford Dental Practice  ,35-37 Queenswood Road Bottesford Scunthorpe DN16 3QS,01724 868099
